date,retail
2015-12-27,76.0
2016-01-03,77.0
2016-01-10,81.0
2016-01-17,83.0
2016-01-24,86.0
2016-01-31,78.0
2016-02-07,83.0
2016-02-14,76.0
2016-02-21,79.0
2016-02-28,81.0
2016-03-06,89.0
2016-03-13,83.0
2016-03-20,79.0
2016-03-27,89.0
2016-04-03,80.0
2016-04-10,77.0
2016-04-17,86.0
2016-04-24,71.0
2016-05-01,73.0
2016-05-08,73.0
2016-05-15,63.0
2016-05-22,70.0
2016-05-29,69.0
2016-06-05,68.0
2016-06-12,66.0
2016-06-19,78.0
2016-06-26,78.0
2016-07-03,72.0
2016-07-10,69.0
2016-07-17,76.0
2016-07-24,78.0
2016-07-31,75.0
2016-08-07,77.0
2016-08-14,74.0
2016-08-21,68.0
2016-08-28,76.0
2016-09-04,76.0
2016-09-11,76.0
2016-09-18,71.0
2016-09-25,76.0
2016-10-02,100.0
2016-10-09,94.0
2016-10-16,89.0
2016-10-23,88.0
2016-10-30,68.0
2016-11-06,59.0
2016-11-13,62.0
2016-11-20,63.0
2016-11-27,61.0
2016-12-04,62.0
2016-12-11,67.0
2016-12-18,65.0
2016-12-25,63.0
2017-01-01,75.0
2017-01-08,68.0
2017-01-15,64.0
2017-01-22,69.0
2017-01-29,58.0
2017-02-05,62.0
2017-02-12,59.0
2017-02-19,58.0
2017-02-26,57.0
2017-03-05,56.0
2017-03-12,56.0
2017-03-19,55.0
2017-03-26,56.0
2017-04-02,56.0
2017-04-09,56.0
2017-04-16,57.0
2017-04-23,55.0
2017-04-30,55.0
2017-05-07,59.0
2017-05-14,61.0
2017-05-21,56.0
2017-05-28,57.0
2017-06-04,53.0
2017-06-11,57.0
2017-06-18,59.0
2017-06-25,61.0
2017-07-02,54.0
2017-07-09,57.0
2017-07-16,65.0
2017-07-23,68.0
2017-07-30,82.0
2017-08-06,78.0
2017-08-13,57.0
2017-08-20,54.0
2017-08-27,57.0
2017-09-03,60.0
2017-09-10,60.0
2017-09-17,72.0
2017-09-24,72.0
2017-10-01,79.94652406417111
2017-10-08,78.3475935828877
2017-10-15,69.55347593582887
2017-10-22,59.95989304812834
2017-10-29,63.957219251336895
2017-11-05,68.75401069518716
2017-11-12,72.75133689839572
2017-11-19,75.14973262032085
2017-11-26,71.1524064171123
2017-12-03,70.35294117647058
2017-12-10,69.55347593582887
2017-12-17,67.95454545454545
2017-12-24,67.15508021390374
2017-12-31,63.15775401069519
2018-01-07,62.35828877005348
2018-01-14,60.75935828877005
2018-01-21,65.55614973262031
2018-01-28,62.35828877005348
2018-02-04,59.16042780748663
2018-02-11,58.36096256684492
2018-02-18,51.965240641711226
2018-02-25,49.56684491978609
2018-03-04,53.56417112299465
2018-03-11,55.16310160427808
2018-03-18,59.16042780748663
2018-03-25,59.95989304812834
2018-04-01,57.56149732620321
2018-04-08,56.76203208556149
2018-04-15,56.76203208556149
2018-04-22,49.56684491978609
2018-04-29,53.56417112299465
2018-05-06,53.56417112299465
2018-05-13,53.56417112299465
2018-05-20,58.36096256684492
2018-05-27,56.76203208556149
2018-06-03,59.16042780748663
2018-06-10,63.957219251336895
2018-06-17,62.35828877005348
2018-06-24,57.56149732620321
2018-07-01,54.07717349861666
2018-07-08,54.75313816734936
2018-07-15,57.4569968422802
2018-07-22,56.105067504814784
2018-07-29,55.42910283608207
2018-08-05,57.4569968422802
2018-08-12,57.4569968422802
2018-08-19,55.42910283608207
2018-08-26,54.75313816734936
2018-09-02,54.07717349861666
2018-09-09,52.72524416115124
2018-09-16,53.40120882988395
2018-09-23,55.42910283608207
2018-09-30,58.80892617974561
2018-10-07,67.59646687327083
2018-10-14,66.92050220453811
2018-10-21,63.54067886087457
2018-10-28,65.5685728670727
2018-11-04,59.48489084847832
2018-11-11,56.105067504814784
2018-11-18,58.80892617974561
2018-11-25,57.4569968422802
2018-12-02,54.07717349861666
2018-12-09,60.16085551721103
2018-12-16,58.13296151101291
2018-12-23,57.4569968422802
2018-12-30,52.72524416115124
2019-01-06,52.72524416115124
2019-01-13,50.69735015495312
2019-01-20,56.78103217354749
2019-01-27,53.40120882988395
2019-02-03,47.993491480022286
2019-02-10,45.96559747382416
2019-02-17,45.28963280509145
2019-02-24,45.28963280509145
2019-03-03,47.993491480022286
2019-03-10,48.66945614875499
2019-03-17,48.66945614875499
2019-03-24,47.317526811289575
2019-03-31,45.28963280509145
2019-04-07,47.3509257100669
2019-04-14,45.13135106740752
2019-04-21,44.39149285318772
2019-04-28,48.83064213850649
2019-05-05,51.79007499538567
2019-05-12,53.26979142382527
2019-05-19,47.3509257100669
2019-05-26,49.57050035272629
2019-06-02,51.05021678116588
2019-06-09,47.3509257100669
2019-06-16,48.0907839242867
2019-06-23,48.83064213850649
2019-06-30,48.0907839242867
2019-07-07,45.13135106740752
2019-07-14,51.79007499538567
2019-07-21,51.05021678116588
2019-07-28,53.26979142382527
2019-08-04,51.05021678116588
2019-08-11,53.26979142382527
2019-08-18,50.310358566946086
2019-08-25,51.05021678116588
2019-09-01,53.26979142382527
2019-09-08,56.22922428070445
2019-09-15,54.749507852264856
2019-09-22,58.44879892336383
2019-09-29,73.98582142197954
2019-10-06,65.107522851342
2019-10-13,60.66837356602322
2019-10-20,61.40823178024301
2019-10-27,55.48936606648465
2019-11-03,51.79007499538567
2019-11-10,56.22922428070445
2019-11-17,52.529933209605474
2019-11-24,52.529933209605474
2019-12-01,52.529933209605474
2019-12-08,51.79007499538567
2019-12-15,51.05021678116588
2019-12-22,51.79007499538567
2019-12-29,52.529933209605474
2020-01-05,47.35092571006691
2020-01-12,48.8306421385065
2020-01-19,49.5705003527263
2020-01-26,48.090783924286704
2020-02-02,51.79007499538568
2020-02-09,45.87120928162732
2020-02-16,49.5705003527263
2020-02-23,48.8306421385065
2020-03-01,46.61106749584712
2020-03-08,48.8306421385065
2020-03-15,47.35092571006691
2020-03-22,51.79007499538568
2020-03-29,38.47262713942936
2020-04-05,36.992910710989776
2020-04-12,36.992910710989776
2020-04-19,36.992910710989776
2020-04-26,36.992910710989776
2020-05-03,42.17191821052834
2020-05-10,39.21248535364916
2020-05-17,52.52993320960548
2020-05-24,54.74950785226486
2020-05-31,54.74950785226486
2020-06-07,56.22922428070446
2020-06-14,53.26979142382528
2020-06-21,59.92851535180343
2020-06-28,71.02638856510036
2020-07-05,71.02638856510036
2020-07-12,63.62780642290241
2020-07-19,65.84738106556179
2020-07-26,60.66837356602323
2020-08-02,59.92851535180343
2020-08-09,56.22922428070446
2020-08-16,54.74950785226486
2020-08-23,51.79007499538568
2020-08-30,55.48936606648466
2020-09-06,56.22922428070446
2020-09-13,54.74950785226486
2020-09-20,56.22922428070446
2020-09-27,62.14808999446282
2020-10-04,61.192575127810194
2020-10-11,67.09065465820154
2020-10-18,72.25147424729397
2020-10-25,73.7259941298918
2020-11-01,63.40435495170695
2020-11-08,65.61613477560371
2020-11-15,58.24353536261452
2020-11-22,56.76901548001669
2020-11-29,50.87093594962534
2020-12-06,53.0827157735221
2020-12-13,52.34545583222318
2020-12-20,54.557235656119936
2020-12-27,51.60819589092426
2021-01-03,53.81997571482102
2021-01-10,47.184636243130754
2021-01-17,53.81997571482102
2021-01-24,50.133676008326425
2021-01-31,49.39641606702751
2021-02-07,48.65915612572859
2021-02-14,46.44737630183184
2021-02-21,47.92189618442967
2021-02-28,48.65915612572859
2021-03-07,53.81997571482102
2021-03-14,49.39641606702751
2021-03-21,51.60819589092426
2021-03-28,50.133676008326425
2021-04-04,44.23559647793508
2021-04-11,45.71011636053292
2021-04-18,43.49833653663617
2021-04-25,52.34545583222318
2021-05-02,56.76901548001669
2021-05-09,60.45531518651128
2021-05-16,58.98079530391344
2021-05-23,58.98079530391344
2021-05-30,67.09065465820154
2021-06-06,56.03175553871777
2021-06-13,53.81997571482102
2021-06-20,53.81997571482102
2021-06-27,54.557235656119936
2021-07-04,56.37534649249294
2021-07-11,53.52089856882241
2021-07-18,55.6617345115753
2021-07-25,51.38006262606951
2021-08-01,49.239226683316616
2021-08-08,56.37534649249294
2021-08-15,57.802570454328205
2021-08-22,47.09839074056372
2021-08-29,49.95283866423425
2021-09-05,49.239226683316616
2021-09-12,52.80728658790478
2021-09-19,53.52089856882241
2021-09-26,62.08424233983399
2021-10-03,71.36119809176321
2021-10-10,69.93397412992795
2021-10-17,70.64758611084558
2021-10-24,61.370630358916365
2021-10-31,60.65701837799873
2021-11-07,49.95283866423425
2021-11-14,49.239226683316616
2021-11-21,52.09367460698714
2021-11-28,49.95283866423425
2021-12-05,52.09367460698714
2021-12-12,47.81200272148135
2021-12-19,49.239226683316616
2021-12-26,46.38477875964609
2022-01-02,50.66645064515188
2022-01-09,53.52089856882241
2022-01-16,50.66645064515188
2022-01-23,49.239226683316616
2022-01-30,50.66645064515188
2022-02-06,51.38006262606951
2022-02-13,51.38006262606951
2022-02-20,51.38006262606951
2022-02-27,54.23451054974005
2022-03-06,58.51618243524583
2022-03-13,54.94812253065767
2022-03-20,54.94812253065767
2022-03-27,52.09367460698714
2022-04-03,52.6028599571674
2022-04-10,55.81035141797028
2022-04-17,52.6028599571674
2022-04-24,49.395368496364505
2022-05-01,53.88585654148855
2022-05-08,52.6028599571674
2022-05-15,54.52735483364913
2022-05-22,53.88585654148855
2022-05-29,52.6028599571674
2022-06-05,53.24435824932797
2022-06-12,52.6028599571674
2022-06-19,54.52735483364913
2022-06-26,52.6028599571674
2022-07-03,51.96136166500681
2022-07-10,53.88585654148855
2022-07-17,52.6028599571674
2022-07-24,50.67836508068566
2022-07-31,53.24435824932797
2022-08-07,52.6028599571674
2022-08-14,51.31986337284624
2022-08-21,51.31986337284624
2022-08-28,50.03686678852508
2022-09-04,50.67836508068566
2022-09-11,53.24435824932797
2022-09-18,61.58383604741549
2022-09-25,62.22533433957607
2022-10-02,63.50833092389722
2022-10-09,59.01784287877317
2022-10-16,64.1498292160578
2022-10-23,43.621883866919305
2022-10-30,46.82937532772219
2022-11-06,47.47087361988277
2022-11-13,46.18787703556161
2022-11-20,48.75387020420393
2022-11-27,45.54637874340104
2022-12-04,44.90488045124046
2022-12-11,48.11237191204335
2022-12-18,45.54637874340104
2022-12-25,45.54637874340104
2023-01-01,44.90488045124047
2023-01-08,45.54637874340104
2023-01-15,44.26338215907989
2023-01-22,44.26338215907989
2023-01-29,48.11237191204336
2023-02-05,44.90488045124047
2023-02-12,40.41439240611642
2023-02-19,44.90488045124047
2023-02-26,44.26338215907989
2023-03-05,43.62188386691931
2023-03-12,47.47087361988278
2023-03-19,41.055890698277
2023-03-26,44.26338215907989
2023-04-02,46.18787703556162
2023-04-09,44.90488045124047
2023-04-16,43.62188386691931
2023-04-23,41.69738899043757
2023-04-30,44.26338215907989
2023-05-07,43.62188386691931
2023-05-14,41.69738899043757
2023-05-21,46.18787703556162
2023-05-28,46.18787703556162
2023-06-04,50.03686678852509
2023-06-11,49.39536849636451
2023-06-18,48.753870204203935
2023-06-25,51.31986337284624
2023-07-02,48.753870204203935
2023-07-09,44.90488045124047
2023-07-16,45.54637874340104
2023-07-23,47.47087361988278
2023-07-30,47.47087361988278
2023-08-06,50.03686678852509
2023-08-13,49.39536849636451
2023-08-20,50.03686678852509
2023-08-27,44.26338215907989
2023-09-03,44.26338215907989
2023-09-10,44.90488045124047
2023-09-17,47.47087361988278
2023-09-24,50.67836508068567
2023-10-01,52.66173649635214
2023-10-08,53.19367322863853
2023-10-15,50.00205283492021
2023-10-22,49.47011610263383
2023-10-29,46.810432441201904
2023-11-05,52.66173649635214
2023-11-12,43.0868753151972
2023-11-19,42.55493858291082
2023-11-26,45.21462224434275
2023-12-03,41.49106511833805
2023-12-10,44.15074877976998
2023-12-17,44.15074877976998
2023-12-24,43.0868753151972
2023-12-31,43.6188120474836
2024-01-07,39.895254921478895
2024-01-14,41.49106511833805
2024-01-21,39.895254921478895
2024-01-28,33.512014134042275
2024-02-04,35.63976106318781
2024-02-11,35.10782433090143
2024-02-18,35.10782433090143
2024-02-25,35.63976106318781
2024-03-03,33.512014134042275
2024-03-10,36.703634527760585
2024-03-17,36.703634527760585
2024-03-24,35.10782433090143
2024-03-31,37.23557126004697
2024-04-07,36.703634527760585
2024-04-14,33.512014134042275
2024-04-21,32.4481406694695
2024-04-28,33.512014134042275
2024-05-05,35.10782433090143
2024-05-12,32.980077401755885
2024-05-19,36.1716977954742
2024-05-26,35.63976106318781
2024-06-02,31.91620393718312
2024-06-09,33.512014134042275
2024-06-16,33.512014134042275
2024-06-23,32.980077401755885
2024-06-30,32.4481406694695
2024-07-07,32.28757458176084
2024-07-14,33.61446120840854
2024-07-21,32.72987012397674
2024-07-28,34.49905229284035
2024-08-04,35.825938919488046
2024-08-11,36.71053000391985
2024-08-18,34.056756750624444
2024-08-25,33.17216566619264
2024-09-01,33.61446120840854
2024-09-08,34.49905229284035
2024-09-15,33.17216566619264
2024-09-22,44.229554221590185
2024-09-29,41.57578096829477
2024-10-06,40.248894341647066
2024-10-13,42.460372052726576
2024-10-20,38.47971217278346
2024-10-27,44.229554221590185
2024-11-03,32.72987012397674
2024-11-10,35.825938919488046
2024-11-17,35.38364337727215
2024-11-24,38.03741663056756
2024-12-01,36.71053000391985
2024-12-08,33.17216566619264
2024-12-15,36.26823446170395
2024-12-22,36.26823446170395
2024-12-29,31.402983497329032
2025-01-05,34.056756750624444
2025-01-12,30.07609687068133
2025-01-19,30.518392412897228
2025-01-26,28.74921024403362
2025-02-02,26.53773253295411
2025-02-09,29.633801328465424
2025-02-16,30.07609687068133
2025-02-23,27.864619159601816
2025-03-02,29.19150578624952
2025-03-09,33.17216566619264
